Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,VideoPath,AudioPath,Label
472,"Jen, I know this may sound a littleâ¦ But uh, would you maybe wanna grab a cup of coffee sometime, or",Ross,neutral,neutral,1082,4,5,17,"00:13:33,229","00:13:44,239",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U4.wav,neutral
473,Sure! That would be nice.,Jen,joy,positive,1082,5,5,17,"00:13:45,366","00:13:47,116",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U5.wav,neutral
474,Umm?,Ross,neutral,neutral,1082,6,5,17,"00:13:47,827","00:13:48,868",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U6.wav,neutral
475,Oh! My number is on there.  Give me a call.,Jen,joy,positive,1082,7,5,17,"00:13:49,537","00:13:52,622",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U7.wav,neutral
476,I will give you a call.,Ross,neutral,neutral,1082,8,5,17,"00:13:52,832","00:13:54,916",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U8.wav,neutral
477,I'll see you later.,Jen,neutral,neutral,1082,9,5,17,"0:13:55,084","0:13:56,046",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U9.wav,neutral
478,Okay!,Ross,joy,positive,1082,10,5,17,"0:13:56,046","0:13:57,005",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U10.wav,neutral
479,I forgot my paper.,Jen,neutral,neutral,1082,11,5,17,"00:14:02,132","00:14:04,259",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S05E17_D44_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S05E17_D44_U11.wav,neutral
523,Please. This is so your fault.,Ross,anger,negative,1087,0,1,23,"0:09:14,804","0:09:18,446",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U0.wav,anger
524,"How, how is this my fault?",Susan,surprise,negative,1087,1,1,23,"0:09:18,446","0:09:18,602",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U1.wav,cause
525,"Look, Carol never threw me out of a room before you came along.",Ross,anger,negative,1087,2,1,23,"00:09:18,724","00:09:21,685",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U2.wav,anger
526,"Yeah? Well, there's a lot of things Carol never did before I came along.",Susan,anger,negative,1087,3,1,23,"00:09:21,894","00:09:25,480",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U3.wav,anger
531,"Hey, hey, ok, all right, that's it!",Phoebe,anger,negative,1087,6,1,23,"00:09:29,735","00:09:33,947",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U6.wav,anger
532,Get in here.,Phoebe,anger,negative,1087,7,1,23,"00:09:32,947","00:09:34,447",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U7.wav,anger
533,Come on.,Phoebe,neutral,neutral,1087,8,1,23,"00:09:33,447","00:09:34,447",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U8.wav,neutral
534,"My god, you guys, I don't believe you.",Phoebe,anger,negative,1087,9,1,23,"00:09:34,615","00:09:38,410",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U9.wav,anger
535,There are children coming into the world in this very building and your negative fighting noises are not the first thing they should be hearing.,Phoebe,anger,negative,1087,10,1,23,"00:09:38,578","00:09:45,458",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U10.wav,anger
536,"So just stop all the yelling, just stop it!",Phoebe,anger,negative,1087,11,1,23,"00:09:45,626","00:09:48,086",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U11.wav,anger
537,"Yeah, Susan.",Ross,neutral,neutral,1087,12,1,23,"00:09:48,296","00:09:50,714",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U12.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U12.wav,neutral
538,"Don't make me do this again, I don't like my voice like this.",Phoebe,anger,negative,1087,13,1,23,"00:09:50,881","00:09:54,593",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U13.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U13.wav,anger
539,"Ok, who wants to hear something ironic?",Phoebe,neutral,neutral,1087,14,1,23,"00:09:59,807","00:10:02,225",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E23_D49_U14.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E23_D49_U14.wav,neutral
540,"Oh! Here it is!  Ooh, Joey! Why did you sign it, ""Son of a bitch?""",Phoebe,surprise,negative,1088,0,6,22,"00:16:55,597","00:17:00,101",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E22_D50_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E22_D50_U0.wav,neutral
541,I didnât do that! Who wouldâve done that?!,Joey,surprise,negative,1088,1,6,22,"0:17:03,439","0:17:05,671",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E22_D50_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E22_D50_U1.wav,neutral
542,Son of a bitch!,The Dry Cleaner,anger,negative,1088,2,6,22,"0:17:05,671","0:17:06,747",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E22_D50_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E22_D50_U2.wav,anger
543,"Okay, maybe ask this guy.",Phoebe,neutral,neutral,1088,3,6,22,"00:17:07,317","00:17:09,527",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E22_D50_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E22_D50_U3.wav,cause
544,"Oh, did I not mention? Carl is a guy I hired to be my identical twin for a medical research project.",Joey,neutral,neutral,1089,0,6,17,"00:14:57,062","00:15:05,153",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D51_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D51_U0.wav,neutral
545,"Yâknow sometimes the good ideas are just right in front of you, arenât they?",Chandler,joy,positive,1089,1,6,17,"00:15:07,907","00:15:11,618",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D51_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D51_U1.wav,neutral
546,"Okay, I know it sounds crazy, but I think it might work. Yâknow? The only problem is, Carlâs acting is",Joey,neutral,neutral,1089,2,6,17,"00:15:11,785","00:15:16,998",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D51_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D51_U2.wav,neutral
547,The,Monica,neutral,neutral,1089,3,6,17,"00:15:17,166","00:15:19,417",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D51_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D51_U3.wav,neutral
548,"Yeah, heâs the reason I didnât get that big",Joey,neutral,neutral,1089,4,6,17,"00:15:20,169","00:15:23,963",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D51_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D51_U4.wav,cause
549,"Hey, uh can I get a little piece of that cake?",Carl,neutral,neutral,1089,5,6,17,"00:15:27,217","00:15:29,844",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D51_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D51_U5.wav,neutral
550,Pizza!! We like Pizza!! Get out!!!,Joey,anger,negative,1089,6,6,17,"00:15:30,054","00:15:33,014",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D51_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D51_U6.wav,anger
579,"Joey, onstage!",Stage Manager,anger,negative,1094,0,3,22,"00:19:48,103","00:19:50,354",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U0.wav,anger
580,Well can you at least stay to the end of the play?,Joey,sadness,negative,1094,1,3,22,"00:19:51,106","00:19:53,274",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U1.wav,neutral
581,"I mean, Iâll go to the airport with ya, I-I wanna say good bye.",Joey,sadness,negative,1094,2,3,22,"00:19:53,442","00:19:56,227",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U2.wav,neutral
582,Where are you Vic?,Lauren,neutral,neutral,1094,3,3,22,"00:19:56,445","00:19:58,362",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U3.wav,neutral
583,Flightâs in an hour. I-I gotta go.,Kate,sadness,negative,1094,4,3,22,"00:19:58,530","00:20:00,698",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U4.wav,neutral
584,Vic! Vic!,Lauren,anger,negative,1094,5,3,22,"00:20:00,866","00:20:02,325",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U5.wav,anger
585,In a minute!!,Joey,anger,negative,1094,6,3,22,"00:20:05,454","00:20:07,455",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U6.wav,anger
586,So this is it? Victor?,Lauren,sadness,negative,1094,7,3,22,"00:20:09,583","00:20:11,959",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U7.wav,neutral
587,"Yeah, I guess it is.",Joey,sadness,negative,1094,8,3,22,"00:20:12,794","00:20:15,755",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U8.wav,neutral
588,"Listen, I ah, I gotta say good bye, and-and I gotta say it quick âcause this is killing me.",Joey,sadness,negative,1094,9,3,22,"00:20:21,970","00:20:28,643",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U9.wav,neutral
589,"One thing you gotta know, is that I will never forget you.",Joey,sadness,negative,1094,10,3,22,"00:20:29,311","00:20:33,898",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U10.wav,neutral
590,"But, youâve got things you have to do now, and so do I.",Joey,sadness,negative,1094,11,3,22,"00:20:34,149","00:20:39,320",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U11.wav,neutral
591,"And soâ¦ Iâm gonna get on this spaceship,  and Iâm gonna go to Blargon 7 in search of alternative fuels.",Joey,sadness,negative,1094,12,3,22,"00:20:40,989","00:20:57,797",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U12.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U12.wav,neutral
592,"But when I return, 200 years from now, youâll be long gone.",Joey,sadness,negative,1094,13,3,22,"00:20:59,508","00:21:05,471",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U13.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U13.wav,neutral
593,But I wonât have aged at all.,Joey,neutral,neutral,1094,14,3,22,"00:21:06,098","00:21:08,557",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U14.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U14.wav,neutral
594,"So you tell your great-great-granddaughter to look me up, because Adrienne, baby, Iâm gonna want to meet her.",Joey,neutral,neutral,1094,15,3,22,"00:21:11,823","00:21:26,534",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U15.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U15.wav,neutral
595,"So long, Vic!",Lauren,sadness,negative,1094,16,3,22,"00:21:34,293","00:21:36,585",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S03E22_D56_U16.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S03E22_D56_U16.wav,neutral
629,Oh my good God.,Chandler,surprise,positive,1098,0,6,17,"00:17:15,534","00:17:18,036",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D60_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D60_U0.wav,neutral
630,"Hey! Continuing the countdown of your favorite meals. Tonight, No. 3, macaroni and cheese with cut up hot dogs.",Monica,neutral,neutral,1098,1,6,17,"00:17:18,871","00:17:30,798",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D60_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D60_U1.wav,neutral
631,"Look, you have done enough! Okay? You have to stop this now.",Chandler,anger,negative,1098,2,6,17,"00:17:32,551","00:17:36,012",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D60_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D60_U2.wav,anger
632,"I will! But not tonight. For dinner music, I thought we could listen to that tape you made me.",Monica,joy,positive,1098,3,6,17,"00:17:36,180","00:17:42,560",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D60_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D60_U3.wav,cause
633,"Oh, the mixed tape.",Chandler,neutral,neutral,1098,4,6,17,"00:17:42,728","00:17:44,520",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D60_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D60_U4.wav,neutral
634,The Way You Look Tonight,Monica,joy,positive,1098,5,6,17,"00:17:45,731","00:17:48,107",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D60_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D60_U5.wav,neutral
635,You are just the sweetest.,Monica,joy,positive,1098,6,6,17,"00:18:16,136","00:18:19,055",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S06E17_D60_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S06E17_D60_U6.wav,neutral
650,"and then, we couldâve gone from the ceremony to the reception with you in the sidecar!",Ross,joy,positive,1101,0,8,18,"00:19:36,622","00:19:42,794",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U0.wav,neutral
651,"Ross, it just wouldnât have been feasible.",Rachel,neutral,neutral,1101,1,8,18,"00:19:43,003","00:19:44,838",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U1.wav,neutral
652,But having a dove place the ring on your finger wouldâve been no problem?,Ross,anger,negative,1101,2,8,18,"00:19:45,088","00:19:49,593",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U2.wav,anger
653,It was really fun being married to you tonight.,Rachel,joy,positive,1101,3,8,18,"00:19:52,137","00:19:54,056",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U3.wav,neutral
654,"Yeah! And! And, it was the easiest 400 bucks Iâve ever made.",Ross,joy,positive,1101,4,8,18,"00:19:54,222","00:19:57,351",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U4.wav,neutral
655,"Okay Ross, can I uh, can I ask you something?",Rachel,sadness,negative,1101,5,8,18,"0:19:58,935","0:20:01,747",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U5.wav,neutral
656,Yeah.,Ross,neutral,neutral,1101,6,8,18,"0:20:01,747","0:20:02,499",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U6.wav,neutral
657,"That proposal, at the planetarium",Rachel,neutral,neutral,1101,7,8,18,"0:20:02,689","0:20:04,951",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U7.wav,neutral
658,"I know, I know it was stupid.",Ross,sadness,negative,1101,8,8,18,"0:20:04,951","0:20:07,383",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U8.wav,neutral
659,Are you kidding?!,Rachel,surprise,positive,1101,9,8,18,"0:20:07,527","0:20:08,278",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U9.wav,neutral
660,"With the, with the lilies, and-and the song, and the stars!",Rachel,joy,positive,1101,10,8,18,"0:20:08,278","0:20:13,534",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U10.wav,neutral
661,It wasâ¦really wonderful!,Rachel,joy,positive,1101,11,8,18,"0:20:13,617","0:20:16,959",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U11.wav,neutral
662,Did you just make that up?,Rachel,surprise,positive,1101,12,8,18,"0:20:16,959","0:20:18,759",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U12.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U12.wav,cause
663,"No, actually I thought about it when, when we were going out.",Ross,neutral,neutral,1101,13,8,18,"00:20:19,039","00:20:22,167",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U13.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U13.wav,neutral
664,"Itâs how I imagined I uh, I would ask you to marry me.",Ross,neutral,neutral,1101,14,8,18,"00:20:22,376","00:20:27,130",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U14.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U14.wav,neutral
665,"Well, that wouldâve been very hard to say no too.",Rachel,neutral,neutral,1101,15,8,18,"00:20:30,550","00:20:35,055",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U15.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U15.wav,neutral
666,"Itâs a good thing I didnât do it, because it sounds like it wouldâve been a very expensive wedding.  Okay, good night",Ross,neutral,neutral,1101,16,8,18,"00:20:38,016","00:20:53,407",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U16.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U16.wav,neutral
667,Goodnight,Rachel,neutral,neutral,1101,17,8,18,"00:20:52,407","00:20:53,407",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U17.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U17.wav,neutral
668,Even if the sidecar had a windscreen so your hair wouldnât get messed up?,Ross,neutral,neutral,1101,18,8,18,"00:20:55,909","00:21:00,664",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U18.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U18.wav,cause
669,I will think about it.,Rachel,neutral,neutral,1101,19,8,18,"0:21:00,872","0:21:01,754",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U19.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U19.wav,neutral
670,Thatâs all Iâm askinâ,Ross,neutral,neutral,1101,20,8,18,"0:21:01,754","0:21:04,265",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S08E18_D63_U20.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S08E18_D63_U20.wav,neutral
688,Oh my God! Chandler just left though!,Phoebe,surprise,negative,1104,0,7,23,"00:14:35,291","00:14:38,334",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U0.wav,neutral
689,"Yeah but, maybe itâs not what we think. Maybe itâs tell Monica Iâm sorry Iâ¦drank the last of the milk.",Rachel,neutral,neutral,1104,1,7,23,"00:14:38,586","00:14:45,216",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U1.wav,neutral
690,"Or maybe he-he was writing to tell her that-that heâs changed his name, yâknow? Tell Monica Iâm sorry.",Phoebe,neutral,neutral,1104,2,7,23,"00:14:45,676","00:14:54,048",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U2.wav,neutral
691,I think it means he freaked out and left!,Ross,surprise,negative,1104,3,7,23,"00:14:56,020","00:15:01,065",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U3.wav,neutral
692,Donât be so negative! Good God! Isnât it possible that Sorry is sitting in there  right now?!,Phoebe,anger,negative,1104,4,7,23,"00:15:01,525","00:15:06,905",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U4.wav,anger
693,"Okay. Phoebe, I-I think Ross is right. What are we gonna do?",Rachel,sadness,negative,1104,5,7,23,"00:15:08,032","00:15:12,035",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U5.wav,neutral
694,"LookâOkay, Iâm just gonnaâIâm gonna have to go find him and bring him back!",Ross,neutral,neutral,1104,6,7,23,"00:15:12,369","00:15:15,872",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U6.wav,neutral
695,Okay?,Ross,neutral,neutral,1104,7,7,23,"0:15:16,081","0:15:16,503",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U7.wav,neutral
696,"You-you make sure Monica does not find out, okay?",Ross,neutral,neutral,1104,8,7,23,"0:15:16,503","0:15:19,673",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U8.wav,neutral
699,"I will, I will find him.",Ross,neutral,neutral,1104,11,7,23,"00:15:29,345","00:15:31,179",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S07E23_D66_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S07E23_D66_U11.wav,neutral
746,"Get him! GET HIM! Get him! Get- YESSS! Not laughing now, are ya pal!",Ross,anger,negative,1108,0,1,4,"00:12:16,944","00:12:23,575",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E04_D70_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E04_D70_U0.wav,anger
747,"See buddy, that's all you need, a bunch of toothless guys hitting each other with sticks.",Chandler,neutral,neutral,1108,1,1,4,"00:12:23,743","00:12:27,370",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E04_D70_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E04_D70_U1.wav,cause
748,Pass it! Pass it!,Ross,joy,positive,1108,2,1,4,"00:12:27,538","00:12:29,831",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E04_D70_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E04_D70_U2.wav,neutral
749,He's open!,Chandler,joy,positive,1108,3,1,4,"0:12:29,999","0:12:30,511",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E04_D70_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E04_D70_U3.wav,neutral
750,Shoot! Shoot! Shoot!,All,joy,positive,1108,4,1,4,"0:12:30,511","0:12:33,925",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E04_D70_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E04_D70_U4.wav,neutral
751,"Hey, look, we're on that TV thing!",Chandler,surprise,positive,1108,5,1,4,"00:12:39,842","00:12:43,178",/home/klad/Desktop/Friends/Friends_Clips/video_dev/S01E04_D70_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio_dev/S01E04_D70_U5.wav,neutral
