Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,VideoPath,AudioPath,Label
5686,Alex Trebek?,Phoebe,neutral,neutral,573,2,6,17,"0:15:43,442","0:15:44,443",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U2.wav,neutral
5687,"Oh, of course!",Rachel,joy,positive,573,3,6,17,"0:15:44,443","0:15:45,372",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U3.wav,neutral
5688,Chuck Woolery?,Phoebe,neutral,neutral,573,4,6,17,"00:15:45,486","00:15:47,195",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U4.wav,neutral
5689,"Definitely! Phoebe, you will not find a single game show host, whos ass I cannot kick.",Rachel,joy,positive,573,5,6,17,"00:15:47,363","00:16:02,377",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U5.wav,neutral
5690,Say it!,Rachel,joy,positive,573,6,6,17,"0:16:02,628","0:16:03,880",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U6.wav,neutral
5691,Say we are unagi!,Phoebe,joy,positive,573,7,6,17,"0:16:03,880","0:16:05,104",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U7.wav,neutral
5692,Its not something you are! Its something you have!,Ross,anger,negative,573,8,6,17,"00:16:06,632","00:16:09,717",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U8.wav,cause
5693,Say it!,Rachel,joy,positive,573,9,6,17,"00:16:10,761","00:16:11,803",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U9.wav,neutral
5694,"Yknow what? I can easily get out of this, but there is a chance you can get very, very hurt!",Ross,anger,negative,573,10,6,17,"00:16:11,971","00:16:17,767",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E17_D573_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E17_D573_U10.wav,cause
5720,What're we gonna do? What're we gonna do?,Chandler,fear,negative,576,0,2,6,"00:15:55,371","00:15:57,747",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U0.wav,neutral
5721,"Uh, uh, we'll flip for it. Ducks or clowns.",Joey,neutral,neutral,576,1,2,6,"00:15:58,666","00:16:00,833",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U1.wav,neutral
5722,"Oh, we're gonna flip for the baby?",Chandler,surprise,negative,576,2,2,6,"0:16:01,001","0:16:02,393",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U2.wav,cause
5723,You got a better idea?,Joey,neutral,neutral,576,3,2,6,"0:16:02,393","0:16:03,178",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U3.wav,neutral
5724,"All right, call it in the air.",Chandler,neutral,neutral,576,4,2,6,"00:16:03,295","00:16:05,046",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U4.wav,neutral
5725,Heads.,Joey,neutral,neutral,576,5,2,6,"00:16:06,507","00:16:07,840",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U5.wav,neutral
5726,Heads it is.,Chandler,neutral,neutral,576,6,2,6,"00:16:06,507","00:16:09,384",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U6.wav,neutral
5727,Yes! Whew!,Joey,joy,positive,576,7,2,6,"00:16:09,551","00:16:10,802",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U7.wav,neutral
5728,We have to assign heads to something.,Chandler,neutral,neutral,576,8,2,6,"00:16:12,221","00:16:14,222",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U8.wav,neutral
5729,"Right. Ok, ok, uh, ducks is heads, because ducks have heads.",Joey,neutral,neutral,576,9,2,6,"00:16:15,933","00:16:23,815",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U9.wav,neutral
5730,What kind of scary-ass clowns came to your birthday?,Chandler,anger,negative,576,10,2,6,"00:16:28,570","00:16:31,280",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S02E06_D576_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S02E06_D576_U10.wav,anger
5756,"Okay, cmon guys, show us where the presents are!",Phoebe,neutral,neutral,583,0,6,10,"00:16:59,476","00:17:01,978",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U0.wav,neutral
5757,"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica thats as good as garbage?",Chandler,anger,negative,583,1,6,10,"00:17:02,229","00:17:09,235",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U1.wav,cause
5758,"Hmm, how about my azzz?",Phoebe,neutral,neutral,583,2,6,10,"00:17:09,403","00:17:11,696",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U2.wav,neutral
5759,"Hey, this is hollow.",Rachel,neutral,neutral,583,3,6,10,"0:17:16,368","0:17:19,140",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U3.wav,neutral
5760,What?,Phoebe,surprise,negative,583,4,6,10,"0:17:19,140","0:17:20,124",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U4.wav,neutral
5761,"This bench, its hollow! I cant believe I never knew that!  Oh, the presents!!!",Rachel,surprise,negative,583,5,6,10,"00:17:20,330","00:17:29,047",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U5.wav,neutral
5762,"No, dont look directly at them!",Phoebe,fear,negative,583,6,6,10,"00:17:25,878","00:17:29,047",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U6.wav,neutral
5763,What?,Chandler,surprise,negative,583,7,6,10,"00:17:31,050","00:17:32,091",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U7.wav,neutral
5764,"Alright, no, we could look at them!",Phoebe,neutral,neutral,583,8,6,10,"00:17:32,342","00:17:34,761",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U8.wav,neutral
5765,I,Monica,neutral,neutral,583,9,6,10,"00:17:47,316","00:17:50,610",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E10_D583_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E10_D583_U9.wav,neutral
5799,I cant believe I did this! What an idiot!,Chandler,anger,negative,588,0,6,20,"0:13:49,787","0:13:52,290",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E20_D588_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E20_D588_U0.wav,anger
5800,"Oh, stop beating yourself up!",Monica,sadness,negative,588,1,6,20,"0:13:52,290","0:13:53,970",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E20_D588_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E20_D588_U1.wav,cause
5801,People make mistakes!,Monica,neutral,neutral,588,2,6,20,"0:13:54,083","0:13:55,595",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E20_D588_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E20_D588_U2.wav,neutral
5802,These things happen!,Monica,neutral,neutral,588,3,6,20,"0:13:55,595","0:13:56,815",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E20_D588_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E20_D588_U3.wav,neutral
5803,There arent any message youve forgotten to give me are there?,Monica,neutral,neutral,588,4,6,20,"00:13:58,379","00:14:02,048",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E20_D588_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E20_D588_U4.wav,neutral
5804,Apparently youre not very good at it!,Monica,anger,negative,588,5,6,20,"00:14:02,424","00:14:04,926",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E20_D588_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E20_D588_U5.wav,anger
5805,I,Monica,neutral,neutral,588,6,6,20,"00:14:11,809","00:14:14,602",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E20_D588_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E20_D588_U6.wav,neutral
5806,Philadelphia.,Earl,neutral,neutral,589,0,7,13,"00:19:03,058","00:19:05,726",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U0.wav,neutral
5807,"Oh my God! So was she! Oh, Ive got-Ive got goose bumps.",Phoebe,surprise,positive,589,1,7,13,"00:19:03,058","00:19:09,438",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U1.wav,neutral
5808,Really?,Earl,surprise,positive,589,2,7,13,"00:19:09,773","00:19:10,857",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U2.wav,neutral
5809,"Well, yknow Im wearing layers and its warm.",Phoebe,neutral,neutral,589,3,7,13,"0:19:11,024","0:19:12,656",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U3.wav,neutral
5810,Yeah.,Joey,joy,positive,589,4,7,13,"0:19:12,656","0:19:13,713",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U4.wav,neutral
5811,"But ifno look, okay. These jerks might not care about you, but the universe does! And that says a lot!",Phoebe,sadness,negative,589,5,7,13,"00:19:13,819","00:19:21,200",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U5.wav,cause
5812,Did you hear that?!,Earl,neutral,neutral,589,6,7,13,"00:19:23,245","00:19:24,996",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U6.wav,neutral
5813,I dont need you guys to care about me!,Earl,anger,negative,589,7,7,13,"00:19:25,414","00:19:27,874",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U7.wav,anger
5814,Because the universe cares!,Earl,joy,positive,589,8,7,13,"0:19:28,041","0:19:29,960",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U8.wav,neutral
5815,The whole universe!,Earl,joy,positive,589,9,7,13,"0:19:29,960","0:19:30,396",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U9.wav,neutral
5816,I really wished theyd care just a little bit though.,Earl,sadness,negative,589,10,7,13,"00:19:38,135","00:19:40,553",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E13_D589_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E13_D589_U10.wav,neutral
5823,"I like this one.  It seems to say, ""I love you and thats why I have to kill you.""",Ross,joy,positive,590,0,7,5,"00:07:50,428","00:07:55,515",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U0.wav,neutral
5824,"They cant all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",Monica,joy,positive,590,1,7,5,"00:07:58,019","00:08:04,357",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U1.wav,neutral
5825,Oh my God! Those are my bedroom eyes?! Why did you ever sleep with me?,Chandler,surprise,negative,590,2,7,5,"00:08:04,525","00:08:10,906",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U2.wav,cause
5826,Do you really want to pull at that thread?,Monica,surprise,negative,590,3,7,5,"00:08:12,033","00:08:14,659",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U3.wav,cause
5827,Im having a really good time!,Phoebe,joy,positive,590,4,7,5,"00:08:19,290","00:08:21,374",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U4.wav,neutral
5828,Me too! Im sorry that guy in the subway licked your neck.,Kyle,sadness,negative,590,5,7,5,"00:08:21,542","00:08:28,173",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U5.wav,cause
5829,"Ohh. No thats okay, hes a friend.",Phoebe,neutral,neutral,590,6,7,5,"00:08:25,838","00:08:28,173",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U6.wav,neutral
5830,"Hey uh, I dont mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",Kyle,fear,negative,590,7,7,5,"00:08:28,633","00:08:33,803",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U7.wav,neutral
5831,"Yeah, I Well yknow I-I mean I missed the-the semi-finals, so Id just be lost.",Phoebe,sadness,negative,590,8,7,5,"00:08:34,305","00:08:40,143",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U8.wav,neutral
5832,"I know its really lame, but I got these tickets from my boss andOh no! No! No! My God!",Kyle,surprise,positive,590,9,7,5,"00:08:40,311","00:08:44,356",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U9.wav,neutral
5833,"Okay, dont freak out. Ill go.",Phoebe,neutral,neutral,590,10,7,5,"00:08:47,401","00:08:50,028",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U10.wav,neutral
5834,"No its Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",Kyle,anger,negative,590,11,7,5,"00:08:50,196","00:08:56,743",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U11.wav,anger
5835,"Okay, I know. Hold on.  Hey Ross?",Phoebe,neutral,neutral,590,12,7,5,"00:08:55,117","00:08:59,162",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U12.wav,neutral
5836,Yeah?,Ross,neutral,neutral,590,13,7,5,"00:08:57,828","00:08:59,162",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U13.wav,neutral
5837,"Yeah, umm thats Whitney , Kyles ex-wife out there, now do you think that you can yknow divert her so that we can slip out?",Phoebe,neutral,neutral,590,14,7,5,"00:08:59,330","00:09:09,130",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U14.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U14.wav,neutral
5838,What?! No!,Ross,surprise,negative,590,15,7,5,"00:09:07,046","00:09:09,130",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U15.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U15.wav,neutral
5839,Well okay but I have two tickets to the ballroom dance finals.,Phoebe,neutral,neutral,590,16,7,5,"00:09:10,216","00:09:14,344",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U16.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U16.wav,neutral
5840,"Look, I dont think so Pheebs.  All right, Ill do it. But just because youre a friend.",Ross,neutral,neutral,590,17,7,5,"00:09:14,512","00:09:26,147",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E05_D590_U17.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E05_D590_U17.wav,neutral
5845,"Okay, look, I-I know what you guys are going to say",Ross,neutral,neutral,592,0,5,12,"00:11:10,503","00:11:13,004",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U0.wav,neutral
5846,You two will have very hairy children.,Phoebe,disgust,negative,592,1,5,12,"00:11:13,214","00:11:15,840",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U1.wav,cause
5847,"Okay, I didn't know you would say that.",Ross,surprise,negative,592,2,5,12,"00:11:17,593","00:11:19,427",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U2.wav,neutral
5848,Ross! Janice?!,Rachel,anger,negative,592,3,5,12,"00:11:20,513","00:11:22,472",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U3.wav,anger
5849,"All right, hold on!",Joey,neutral,neutral,592,4,5,12,"0:11:22,682","0:11:23,308",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U4.wav,neutral
5850,Hold on.,Joey,neutral,neutral,592,5,5,12,"0:11:23,308","0:11:23,809",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U5.wav,neutral
5851,Hold on.,Joey,neutral,neutral,592,6,5,12,"0:11:23,809","0:11:24,715",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U6.wav,neutral
5852,"This is Ross, okay?",Joey,neutral,neutral,592,7,5,12,"00:11:24,850","00:11:26,643",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U7.wav,neutral
5853,He's our friend.,Joey,neutral,neutral,592,8,5,12,"0:11:26,852","0:11:27,564",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U8.wav,neutral
5854,He obviously went crazy.,Joey,anger,negative,592,9,5,12,"0:11:27,564","0:11:30,074",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U9.wav,anger
5855,He obviously lost his mind.,Joey,anger,negative,592,10,5,12,"00:11:30,231","00:11:32,232",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U10.wav,anger
5857,So are you actually gonna see her again?,Phoebe,neutral,neutral,592,11,5,12,"00:11:41,325","00:11:43,243",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U11.wav,neutral
5858,Phoebe! Don't put ideas in his head!,Joey,anger,negative,592,12,5,12,"00:11:43,452","00:11:46,246",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U12.wav,anger
5860,Damnit Phoebe!!,Joey,anger,negative,592,13,5,12,"00:11:46,455","00:11:48,498",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E12_D592_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E12_D592_U13.wav,anger
5861,"Hey, dont we have to...",Ross,neutral,neutral,593,0,3,13,"0:17:37,890","0:17:39,726",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U0.wav,neutral
5862,"Yeah, we got, um-hmm.",Chandler,neutral,neutral,593,1,3,13,"0:17:39,726","0:17:41,735",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U1.wav,neutral
5863,"Umm, I think youre really, really great...",Phoebe,joy,positive,593,2,3,13,"00:17:48,233","00:17:49,984",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U2.wav,neutral
5864,Oh God!,Robert,sadness,negative,593,3,3,13,"0:17:50,152","0:17:51,534",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U3.wav,neutral
5865,Here we go again.,Robert,sadness,negative,593,4,3,13,"0:17:51,534","0:17:53,545",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U4.wav,neutral
5866,Why does this keep happening to me?,Robert,anger,negative,593,5,3,13,"0:17:53,655","0:17:55,617",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U5.wav,anger
5867,Is it something Im putting out there?,Robert,sadness,negative,593,6,3,13,"0:17:55,617","0:17:58,264",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U6.wav,neutral
5868,Is this my fault?,Robert,sadness,negative,593,7,3,13,"0:18:00,412","0:18:01,497",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U7.wav,neutral
5869,Or am I just nuts?,Robert,sadness,negative,593,8,3,13,"0:18:01,497","0:18:04,149",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U8.wav,neutral
5870,"I-I-I-I-I dont know, I dont know what to say.",Phoebe,surprise,negative,593,9,3,13,"00:18:07,169","00:18:10,880",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U9.wav,neutral
5871,"Hey buddy, this is a family place, put the mouse back in the house.",Gunther,disgust,negative,593,10,3,13,"00:18:11,048","00:18:15,802",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E13_D593_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E13_D593_U10.wav,neutral
5883,That kid really kicked me hard on the plane.,Monica,anger,negative,595,0,6,1,"00:13:59,171","00:14:01,089",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E01_D595_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E01_D595_U0.wav,anger
5884,Well you did pull his hair.,Chandler,neutral,neutral,595,1,6,1,"00:14:01,298","00:14:03,299",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E01_D595_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E01_D595_U1.wav,cause
5885,He took my snack!,Monica,anger,negative,595,2,6,1,"0:14:03,926","0:14:04,898",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E01_D595_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E01_D595_U2.wav,anger
